customer_id,baseline_sessions_30d,tenure_months,digital_transaction_share,support_tickets_90d,estimated_cate,aipw_pseudo_outcome,effect_decile,engagement_band,tenure_band
4415,13.9,30.5,0.606,2,0.1261244336815704,1.099629828522592,8,high,established
4416,6.4,23.7,0.428,0,0.07549847318479969,-0.8359319132051137,6,medium,established
4417,9.7,21.4,0.615,5,-0.06677482015800239,-0.45316601941523893,2,medium,established
4418,15.5,9.7,0.893,0,0.20467650157134085,-0.5233179437762542,10,high,new
4419,19.7,1.0,0.832,0,0.11774415834094716,-0.4215708925956401,8,high,new
4420,7.1,60.4,0.541,0,-0.1946631030769105,-0.5105525484210269,1,medium,long_tenure
4421,7.3,65.7,0.634,0,-0.030083438006833562,-1.6576080226028729,2,medium,long_tenure
4422,15.4,5.2,0.812,0,-0.09957532469517001,-1.4298063092719333,1,high,new
4423,9.2,54.3,0.679,2,0.04828010885420407,1.6238170827586675,5,medium,long_tenure
4424,18.1,25.5,0.891,0,0.07489459067356562,0.5564663811624884,6,high,established
4425,5.0,9.5,0.4,0,0.10218608991207133,0.5158678386553681,7,low,new
4426,10.3,40.7,0.659,1,-0.0497403136781171,1.4269761820793923,2,medium,established
4427,16.2,4.2,0.946,2,-0.09870905276136692,1.202535642172316,1,high,new
4428,17.5,34.9,0.99,1,0.023135250481555895,-1.235651758752287,4,high,established
4429,22.5,26.7,0.99,1,0.12215977005688053,0.41862022895887613,8,high,established
4430,14.6,35.5,0.801,1,0.10328585527442057,0.7825401811074514,8,high,established
4431,4.7,62.1,0.797,0,0.11809785705805367,-1.861759990015658,8,low,long_tenure
4432,5.0,19.5,0.278,1,0.18896125843477998,2.100185440872781,10,low,established
4433,5.5,7.0,0.433,0,0.25641809952596223,0.6194969897335685,10,low,new
4434,10.4,66.2,0.723,1,-0.022673755137073745,0.9482471071380798,3,medium,long_tenure
4435,7.5,28.6,0.75,4,0.13842500153442808,0.607893894963916,9,medium,established
4436,6.8,28.2,0.798,0,0.21425300311047177,0.7337644352142693,10,medium,established
4437,0.4,41.4,0.57,0,0.15950385705867812,-1.464234275562374,9,low,established
4438,12.3,14.5,0.885,1,0.24054380332503247,-0.8027472713265134,10,high,new
4439,14.9,32.0,0.964,0,0.21247229655359975,-0.659935232696903,10,high,established
4440,7.7,42.9,0.665,0,0.22228339964219596,0.7777560627288171,10,medium,established
4441,21.6,48.3,0.822,2,0.1462511051752891,-0.5995613554900697,9,high,long_tenure
4442,3.4,57.5,0.627,0,0.05406467357400246,-2.1483114146287896,5,low,long_tenure
4443,5.4,30.5,0.628,2,0.033561594633117524,2.0151746632559933,5,low,established
4444,2.5,32.4,0.501,1,0.09008603014677066,0.6576846263801912,7,low,established
4445,16.6,10.0,0.99,0,0.15791094653806115,-0.4551918760202114,9,high,new
4446,6.5,71.8,0.521,0,0.10029918745272093,0.684843839494039,7,medium,long_tenure
4447,10.8,72.5,0.598,1,-0.09332360161385925,1.37448000480782,1,medium,long_tenure
4448,10.8,53.4,0.686,0,0.045010413330533273,0.9132994646171035,5,medium,long_tenure
4449,8.7,22.6,0.672,2,0.09477250555240872,0.5860872662405068,7,medium,established
4450,19.9,16.5,0.887,1,0.028086208640975864,1.1781728470083972,4,high,new
4451,6.6,20.6,0.518,3,0.13661251509721165,-0.6071056281384701,9,medium,established
4452,8.3,38.7,0.517,1,0.12186061150883631,-0.7085112473290178,8,medium,established
4453,8.9,39.4,0.437,2,0.09669759964643372,0.4462173346874842,7,medium,established
4454,11.6,30.2,0.673,2,0.06896284119651766,0.4562559629816451,6,medium,established
4455,6.9,38.3,0.708,6,0.13052482257898979,0.8253857091132983,8,medium,established
4456,5.7,37.4,0.673,0,0.15737768584956988,-0.5973898364485887,9,low,established
4457,21.9,8.6,0.698,0,0.031715182191153955,0.6119470731556956,5,high,new
4458,6.1,34.5,0.56,2,0.016185510172948312,1.931600767946646,4,medium,established
4459,14.8,29.4,0.948,1,0.020810519951861183,1.0041911426810406,4,high,established
4460,0.0,24.4,0.335,1,-0.06829705445026749,0.2567451100380291,2,low,established
4461,5.7,79.5,0.741,0,0.0346412945966019,0.6054793534716694,5,low,long_tenure
4462,5.3,72.4,0.72,1,0.05232403192450212,0.8341914752036867,5,low,long_tenure
4463,6.2,56.1,0.655,0,0.1609116882945074,-0.5287432273227863,9,medium,long_tenure
4464,5.3,20.3,0.432,0,0.06043382313795482,0.86758196366672,6,low,established
4465,17.5,20.9,0.921,0,0.0975648708575505,-0.49791980756030196,7,high,established
4466,13.3,10.6,0.9,0,0.04043844053102948,-0.30167768395507066,5,high,new
4467,13.9,34.4,0.759,0,-0.026806998810681878,-0.6367417245844134,3,high,established
4468,11.9,17.7,0.543,3,0.08051279032949486,-1.2442621567588485,7,medium,new
4469,9.1,25.8,0.438,0,-0.010788669460939811,1.3969673590092886,3,medium,established
4470,19.4,24.8,0.99,0,0.06685323250856659,0.3409933052044541,6,high,established
4471,0.1,18.2,0.506,0,0.2395244569330475,0.38580718438928796,10,low,established
4472,19.2,9.5,0.99,0,0.13721835108792593,-0.6310229834308377,9,high,new
4473,14.0,30.1,0.435,5,-0.13263283405272763,-0.30731988545208055,1,high,established
4474,11.4,25.7,0.861,0,0.13667397759735375,-0.3727075207382947,9,medium,established
4475,10.9,56.0,0.868,0,0.04236202765038698,0.9777585306926507,5,medium,long_tenure
4476,9.6,18.2,0.508,4,-0.0043704196609812,-0.3381547731815644,3,medium,established
4477,8.1,44.8,0.506,3,0.02069687189646515,1.8648803871532325,4,medium,established
4478,16.3,20.8,0.87,0,-0.039219215042872235,-0.5741015661377733,2,high,established
4479,5.7,34.1,0.652,1,-0.005003085467279627,0.5485621867573922,3,low,established
4480,7.6,31.1,0.356,3,0.12831385857083305,0.2979094092684113,8,medium,established
4481,11.0,88.2,0.701,0,-0.2405795002968602,-0.3698453650397072,1,medium,long_tenure
4482,4.9,44.4,0.633,2,0.016393938361492125,1.8387426339824129,4,low,established
4483,2.7,13.3,0.218,0,0.2818308634579138,0.4499411038219166,10,low,new
4484,16.3,21.6,0.898,0,-0.033069477139618234,0.6836068133825266,2,high,established
4485,8.7,15.3,0.369,1,0.0798859947790203,0.5766838511954002,7,medium,new
4486,8.6,10.6,0.975,0,0.09040254811574332,-0.3240354529864052,7,medium,new
4487,2.9,5.0,0.621,1,0.22654297058864642,0.5904637043026578,10,low,new
4488,11.9,12.6,0.862,0,0.15078010818804713,-0.5092845363708479,9,medium,new
4489,12.3,22.5,0.862,0,0.1837101565140246,1.0423141008052486,10,high,established
4490,11.7,30.2,0.867,2,0.05966624955981978,0.9708241675899099,6,medium,established
4491,7.6,17.8,0.512,5,0.0132363146509537,1.505300902284172,4,medium,new
4492,0.0,3.7,0.282,0,0.12828464901484862,0.355731435311791,8,low,new
4493,4.1,47.3,0.582,2,0.027853767255796573,0.5111145738714138,4,low,established
4494,21.5,19.9,0.894,1,0.047410314008361445,-0.9423370710321308,5,high,established
4495,11.1,6.1,0.931,2,0.08788590390702894,0.8057778868630767,7,medium,new
4496,9.4,67.5,0.885,1,-0.06205492287522682,-0.5413318389866554,2,medium,long_tenure
4497,12.2,88.3,0.486,0,0.19262164090804973,-0.5970403306251633,10,high,long_tenure
4498,7.9,69.4,0.618,0,0.1067056528425181,-0.7217877400633886,8,medium,long_tenure
4499,9.7,1.0,0.294,2,0.056678431479380044,0.5961213290944181,6,medium,new
4500,2.7,53.8,0.467,0,0.07608518578984942,0.5062544809258163,6,low,long_tenure
4501,19.9,1.0,0.839,0,0.024453294607785964,0.3519275488501485,4,high,new
4502,11.3,59.5,0.511,0,-0.07071691641261776,-0.4928949935897362,1,medium,long_tenure
4503,8.9,17.4,0.671,0,0.1227883702776554,0.7172055562348862,8,medium,new
4504,4.0,53.1,0.641,1,0.1711412674952562,2.439998357562621,9,low,long_tenure
4505,13.3,19.4,0.762,1,0.17131757364684316,-1.4577814704261451,9,high,established
4506,1.7,37.1,0.509,0,0.2576135486564567,0.5064270885433508,10,low,established
4507,9.6,60.9,0.663,1,0.03180603552953201,-0.4782432875232765,5,medium,long_tenure
4508,17.3,29.8,0.716,0,0.039188583753484114,-0.5040597240875209,5,high,established
4509,4.7,11.9,0.455,1,0.017563060163435253,0.5806796626414168,4,low,new
4510,7.7,45.3,0.787,0,0.1466134613887064,-0.6477642481419337,9,medium,established
4511,12.7,29.3,0.663,3,0.1965968574567614,0.7942239282305876,10,high,established
4512,8.8,57.9,0.571,0,-0.08683826500184956,1.4011747542592339,1,medium,long_tenure
4513,3.0,14.9,0.46,0,0.3217712063226573,0.43955696333433797,10,low,new
4514,16.4,1.7,0.762,0,0.11183418759377074,0.6119798703033097,8,high,new
4515,21.5,22.2,0.915,0,0.097944609615151,-1.6888317113433673,7,high,established
4516,9.7,69.1,0.604,1,-0.16052518988661896,0.855196943265155,1,medium,long_tenure
4517,6.9,49.2,0.526,2,-0.010455972162198145,-1.051997685739214,3,medium,long_tenure
4518,15.9,4.9,0.969,0,0.15666114137672135,0.6468272964178224,9,high,new
4519,5.8,23.6,0.212,1,0.07079019559056927,0.5026039415251359,6,low,established
4520,14.9,4.4,0.77,0,0.010911607885677339,0.7486335233511905,4,high,new
4521,14.6,18.1,0.783,0,0.012175794431676368,-0.3461294472237594,4,high,established
4522,8.0,79.6,0.584,0,-0.16840712581609982,1.6182313858328137,1,medium,long_tenure
4523,8.6,21.3,0.573,2,-0.062004134271915444,0.4944063142363584,2,medium,established
4524,6.6,7.4,0.513,2,0.013649041715931558,0.503385684563138,4,medium,new
4525,3.4,26.7,0.442,3,0.020237189341969126,-0.35331883887487286,4,low,established
4526,11.3,28.9,0.596,1,0.12287230959048323,-1.1579283935133784,8,medium,established
4527,4.5,20.2,0.429,1,-0.062378949956723384,-0.9640236603800697,2,low,established
4528,9.9,36.7,0.741,0,0.054611888843430094,-0.7728791881844593,6,medium,established
4529,16.7,24.3,0.7,0,0.011779776755280587,-0.6337503525958829,4,high,established
4530,3.3,31.4,0.675,2,0.01257797562455383,1.8238471183429554,4,low,established
4531,0.0,21.3,0.374,1,0.06232906704971754,-2.04036962919737,6,low,established
4532,8.6,86.8,0.695,1,0.028436112621256584,-0.6973816357009559,4,medium,long_tenure
4533,6.7,45.4,0.646,2,0.16531106897628337,-0.9790212350517697,9,medium,established
4534,3.6,72.0,0.721,0,0.049452729140981484,0.6047920516773406,5,low,long_tenure
4535,5.8,63.6,0.814,0,0.10676532198755219,0.9392872824836765,8,low,long_tenure
4536,18.5,3.9,0.749,0,0.0319384383765317,-0.6654719325756523,5,high,new
4537,10.0,44.5,0.701,3,0.029037972881116366,1.4515108750251118,4,medium,established
4538,6.6,23.7,0.423,0,0.08365364948906849,-0.9192852758060425,7,medium,established
4539,17.2,9.1,0.849,0,0.07922707936431017,-0.32500783496203384,7,high,new
4540,5.5,59.1,0.864,1,-0.057627449806024876,0.826872328615608,2,low,long_tenure
4541,18.1,4.4,0.977,0,0.03962010249786723,-1.3876230508845206,5,high,new
4542,17.6,28.7,0.854,0,0.14739583630882647,0.36713840822029203,9,high,established
4543,4.2,30.2,0.535,1,0.159656340534573,0.4406689149285119,9,low,established
4544,8.2,64.2,0.635,0,-0.015596388937355519,-0.5737428850734315,3,medium,long_tenure
4545,10.1,61.5,0.592,0,0.021188511923664614,-0.5997940040237412,4,medium,long_tenure
4546,14.0,7.8,0.833,0,0.031783888330733374,-0.4752472297872216,5,high,new
4547,7.4,1.0,0.464,0,0.040898512942127395,0.4364232888981004,5,medium,new
4548,17.5,1.0,0.832,0,0.13500078752830866,0.5619233631407964,9,high,new
4549,4.5,13.1,0.447,0,0.14233871041955248,2.5266451065832487,9,low,new
4550,20.1,5.3,0.99,0,-0.037771566941922415,-1.4944984751648682,2,high,new
4551,12.5,19.5,0.912,0,0.021741629888846696,1.0770815041587065,4,high,established
4552,7.8,40.7,0.807,2,0.18090222057694932,0.9433364912240093,10,medium,established
4553,14.2,14.5,0.901,0,0.08205455174901237,0.8664999694093045,7,high,new
4554,10.0,47.9,0.738,1,-0.03671224891785309,1.463151490800307,2,medium,established
4555,19.2,6.6,0.99,1,-0.03907364760695491,-1.694179515613198,2,high,new
4556,1.8,20.4,0.598,2,-0.10617822480997462,-0.8495363107808543,1,low,established
4557,13.4,21.4,0.647,1,0.16595894677894868,-0.724889494543772,9,high,established
4558,2.7,35.1,0.236,0,0.076909385569156,-0.9092389896622498,6,low,established
4559,17.0,17.3,0.929,0,0.13478147352707792,-0.27729987208817863,9,high,new
4560,9.0,32.6,0.578,0,-0.09062661279220764,-0.630934681338151,1,medium,established
4561,4.6,2.1,0.442,0,0.12693387885143848,0.6032542663321276,8,low,new
4562,13.9,5.2,0.856,1,0.07359644700705592,0.7096095465310628,6,high,new
4563,18.9,29.2,0.84,1,0.1289776803795811,-1.4899472255744401,8,high,established
4564,2.2,1.0,0.309,0,0.18924591588784093,-0.9801537240350038,10,low,new
4565,11.2,32.1,0.911,0,0.16466356541944877,1.3185378489224742,9,medium,established
4566,6.0,37.0,0.693,0,0.15756242757036423,0.6196687183114868,9,low,established
4567,8.4,13.0,0.376,0,0.10776462025373909,0.6865074667908306,8,medium,new
4568,19.4,6.0,0.864,1,0.16808939254089614,0.3981350466853844,9,high,new
4569,3.6,53.8,0.513,1,-0.06390703472939516,-0.72243248878752,2,low,long_tenure
4570,11.2,47.9,0.481,2,0.03892417124458643,0.5369693184107285,5,medium,established
4571,2.6,60.6,0.614,1,0.10525789376489388,0.5876877637428035,8,low,long_tenure
4572,4.4,23.6,0.468,0,-0.11188231484922251,-0.885247598875339,1,low,established
4573,12.7,8.2,0.99,1,-0.055817192389708135,0.7581663187922103,2,high,new
4574,10.4,63.6,0.509,0,0.06428161120043012,1.4526767014455535,6,medium,long_tenure
4575,6.0,13.9,0.427,0,0.10428465284234481,0.5782665215043921,8,low,new
4576,18.6,15.1,0.99,1,-0.10886884868824363,-1.0886237737663396,1,high,new
4577,3.7,43.7,0.3,0,0.002083845779500631,0.378438430160319,3,low,established
4578,15.5,14.9,0.99,0,0.049070727995275246,0.9123636191702746,5,high,new
4579,4.0,49.4,0.592,0,0.20563457301935684,2.443999022674755,10,low,long_tenure
4580,13.2,1.0,0.978,1,0.23497213606935408,0.6788594814631119,10,high,new
4581,11.6,32.5,0.566,2,-0.04478634631809875,-1.1270725834750126,2,medium,established
4582,5.5,12.9,0.48,0,0.09367450792392985,-0.9644433990817215,7,low,new
4583,4.8,25.0,0.607,2,0.18684806915143826,-1.0500740847917285,10,low,established
4584,7.9,2.6,0.417,1,0.08241169670601094,0.40100861438412516,7,medium,new
4585,5.5,39.3,0.7,4,0.05358383685106928,1.4830650833547234,5,low,established
4586,6.4,9.3,0.46,1,0.21878761312507872,0.5540179313437196,10,medium,new
4587,4.8,62.6,0.554,0,0.17225698902385145,0.7005281152763405,9,low,long_tenure
4588,8.5,17.9,0.414,1,0.14433040221863166,0.8505722119247077,9,medium,new
4589,10.5,51.6,0.567,3,-0.12297072246758556,-1.3243342478694236,1,medium,long_tenure
4590,7.1,24.1,0.275,1,0.0942424338612695,0.7393541084172346,7,medium,established
4591,14.1,39.3,0.95,1,0.24425021087390836,0.7430087354767195,10,high,established
4592,13.9,68.7,0.712,0,-0.1092701422333778,-0.4618729332249538,1,high,long_tenure
4593,9.9,39.1,0.519,1,0.045497397491341386,-1.018453856617828,5,medium,established
4594,17.2,13.5,0.99,0,0.04002456382015942,0.5825402797241164,5,high,new
4595,19.2,20.1,0.99,0,-0.06516618078158994,-0.5325972929788596,2,high,established
4596,3.7,36.6,0.364,1,0.1996702209653967,-1.2586224169910423,10,low,established
4597,4.6,72.9,0.597,0,-0.01840000249966104,-0.6783366417580472,3,low,long_tenure
4598,18.1,22.4,0.99,0,-0.09855095107658732,0.4440972306146946,1,high,established
4599,5.5,58.1,0.683,0,0.021437118156901497,-0.6356531233398556,4,low,long_tenure
4600,11.5,60.1,0.638,0,-0.04449101788161798,1.0847745823735413,2,medium,long_tenure
4601,11.8,44.7,0.494,3,0.02698195856338425,-0.4567814818097052,4,medium,established
4602,5.1,38.2,0.372,1,0.07734861068013478,-1.1059412024431918,6,low,established
4603,5.0,14.9,0.494,2,0.033438309562626424,0.4411549134504408,5,low,new
4604,11.7,22.1,0.375,2,-0.004721656408863208,-0.44456470003076454,3,medium,established
4605,9.7,20.2,0.333,3,0.07252774109432324,-1.5757786924911545,6,medium,established
4606,6.9,72.0,0.716,0,0.03552451534343132,-0.6004784285870619,5,medium,long_tenure
4607,0.4,10.8,0.371,0,0.04280321580339972,0.3968738216698603,5,low,new
4608,18.6,25.8,0.952,1,0.03536025482587468,-0.32462885675847175,5,high,established
4609,17.0,22.5,0.99,0,-0.0330888528852602,-0.41170711905759283,2,high,established
4610,11.9,15.5,0.319,0,0.14639564492022658,-0.929394802264057,9,medium,new
4611,4.2,40.8,0.246,1,0.016992831830623473,-1.4071564625210928,4,low,established
4612,8.8,44.5,0.61,1,-0.06851877912342763,-1.8793606344212836,2,medium,established
4613,9.9,50.9,0.515,1,-0.020645818951670145,-1.18243433154458,3,medium,long_tenure
4614,9.8,65.8,0.637,0,-0.028813821139309716,-0.500840406989966,2,medium,long_tenure
4615,5.4,37.1,0.699,2,0.2007199558285222,0.8119568144591681,10,low,established
4616,15.8,35.1,0.936,2,0.027664797351139116,-0.9282297075117198,4,high,established
4617,18.2,27.7,0.905,0,0.10606798158163205,0.452544518400908,8,high,established
4618,8.1,25.9,0.706,4,0.1152050020284397,1.4556012439585402,8,medium,established
4619,10.1,50.4,0.714,1,0.010619904326404762,-0.5902732273685337,4,medium,long_tenure
4620,8.3,43.2,0.62,1,0.04741745541698262,0.7342976748888901,5,medium,established
4621,17.1,45.0,0.97,0,0.05289107155483985,-0.48172177173164077,5,high,established
4622,7.6,10.9,0.26,1,0.23414014199327104,-1.1275880808996375,10,medium,new
4623,8.4,15.8,0.707,4,0.09623639111007067,-0.6153096113967192,7,medium,new
4624,0.6,25.2,0.432,0,0.07178686645730142,0.560098073772023,6,low,established
4625,15.3,1.0,0.768,0,-0.04816545522929848,0.8475315983096933,2,high,new
4626,6.8,19.2,0.544,3,0.11549359047859499,-0.30945587906619054,8,medium,established
4627,0.0,33.9,0.544,1,-0.08994109927494533,0.6781426580090991,1,low,established
4628,7.7,67.6,0.556,0,0.05247140476932071,0.8373132619816672,5,medium,long_tenure
4629,16.5,11.4,0.945,1,0.10122892077172195,0.6106062039987294,7,high,new
4630,18.8,16.2,0.99,0,0.05156885547340083,0.7755918786230942,5,high,new
4631,12.9,10.7,0.903,1,0.03694583990996867,1.272268160149814,5,high,new
4632,8.2,61.3,0.545,0,-0.022752038080746214,-0.5288550718290637,3,medium,long_tenure
4633,11.0,52.9,0.633,1,0.0066769559489832766,0.6409142798110892,4,medium,long_tenure
4634,14.4,9.0,0.745,1,0.007281792756863135,1.131206842961775,4,high,new
4635,10.4,23.7,0.536,1,-0.031279617032846166,-0.7789166712411363,2,medium,established
4636,20.3,7.3,0.778,2,-0.06324236043997032,-0.8581257772391848,2,high,new
4637,3.0,74.5,0.635,2,0.07868070790551517,0.6724711973902855,7,low,long_tenure
4638,9.7,40.2,0.45,5,0.12128608595555847,0.4450127179048414,8,medium,established
4639,19.1,4.8,0.909,0,0.075708545753437,0.535894584735358,6,high,new
4640,15.1,1.7,0.99,1,-0.021576821630269406,-0.8251977457403856,3,high,new
4641,19.7,14.1,0.99,0,0.14939048913672337,0.3920935533829703,9,high,new
4642,17.7,41.9,0.763,1,0.06148299680165382,-1.319477066595215,6,high,established
4643,12.8,49.7,0.567,1,-0.04273630910527132,0.716349509023283,2,high,long_tenure
4644,17.6,14.1,0.99,0,0.09939069865999194,-0.6503026346917219,7,high,new
4645,21.0,17.1,0.977,0,0.126514553724223,-0.43382785235001725,8,high,new
4646,5.3,20.7,0.362,1,0.16291369381540258,1.7952885192049763,9,low,established
4647,0.8,16.5,0.376,1,0.00464909545809119,-0.6341416473062329,3,low,new
4648,14.3,29.9,0.909,0,0.03369546941910818,0.8435558594903427,5,high,established
4649,10.7,67.5,0.438,1,-0.05302669059898264,1.3748316342145341,2,medium,long_tenure
4650,10.7,72.1,0.698,0,0.08933795307213607,0.8218425086400745,7,medium,long_tenure
4651,3.7,29.1,0.549,1,-0.13234331788372605,0.38709359870097315,1,low,established
4652,9.4,32.7,0.387,1,-0.00687953641683092,1.861703412410997,3,medium,established
4653,15.0,35.0,0.744,0,0.11504924373267665,-0.5546488085029786,8,high,established
4654,17.2,32.0,0.99,0,0.14425325917951312,1.2743114793842505,9,high,established
4655,9.2,89.9,0.664,0,-0.0028889654607213108,0.7839100796158394,3,medium,long_tenure
4656,0.9,36.6,0.508,3,0.07077214601172324,-1.2291487237806398,6,low,established
4657,4.2,14.0,0.285,1,0.17684133347837996,-0.9494058148324143,10,low,new
4658,22.4,26.2,0.755,1,0.13380686806108966,1.5048349726553625,9,high,established
4659,6.5,39.5,0.636,3,0.0005227951469423508,0.38100763423348005,3,medium,established
4660,17.7,39.0,0.99,0,-0.048837311567503254,-1.686061810593633,2,high,established
4661,5.9,19.4,0.466,3,0.09454257845479551,0.34464086631896107,7,low,established
4662,2.0,28.7,0.419,1,0.0668360284576221,0.39412825609924285,6,low,established
4663,4.2,53.8,0.465,0,-0.07385393302258461,-0.658911832569696,1,low,long_tenure
4664,18.5,22.2,0.823,0,-0.01235879242569173,1.4266511568160472,3,high,established
4665,6.6,28.4,0.562,3,0.1185965510517413,0.20313656166043975,8,medium,established
4666,11.4,67.8,0.694,0,0.07935647300081089,0.886517197226878,7,medium,long_tenure
4667,3.1,5.1,0.198,1,0.18409342191837266,0.296210651404628,10,low,new
4668,8.3,71.5,0.785,0,-0.22839686021707284,0.8436108828711699,1,medium,long_tenure
4669,5.6,24.5,0.411,3,0.0689204231537357,-0.7003204303920829,6,low,established
4670,11.6,17.8,0.99,0,-0.1491031885118534,-1.2534939574794368,1,medium,new
4671,16.5,39.4,0.977,0,-0.11061734730091677,-0.6174438887504585,1,high,established
4672,8.9,57.4,0.734,0,-0.052795816892507015,0.8001993433865827,2,medium,long_tenure
4673,19.1,20.1,0.99,0,-0.1286146206266061,-0.5359395636188196,1,high,established
4674,13.4,17.2,0.814,1,0.07267722828854348,0.778449577087038,6,high,new
4675,6.8,33.4,0.605,3,0.0512899189915167,-0.4706322263186616,5,medium,established
4676,17.8,42.7,0.791,1,0.060108538247420275,-0.7591376254352685,6,high,established
4677,19.8,16.8,0.889,0,0.12907494167145822,-0.6864208178529803,8,high,new
4678,14.4,9.2,0.979,1,0.043933055677816295,0.5027607381843342,5,high,new
4679,12.7,38.5,0.99,0,-0.01026152572419293,0.7784685760407024,3,high,established
4680,3.6,18.3,0.388,2,0.08996873905770007,0.41351317350759154,7,low,established
4681,1.8,2.7,0.297,1,0.01867200342069079,0.46588821366275607,4,low,new
4682,17.1,7.1,0.908,0,0.13625119565045476,1.3449210540890484,9,high,new
4683,1.6,7.0,0.336,0,0.0739505318224024,-1.0059333681260032,6,low,new
4684,7.1,1.0,0.366,1,0.2804145887322132,-0.7470942877123208,10,medium,new
4685,5.1,17.6,0.504,1,0.03119901710330611,-1.1037820800027367,5,low,new
4686,10.7,61.2,0.693,0,0.02680212231348227,-0.43147877142762564,4,medium,long_tenure
4687,9.5,30.2,0.99,0,-0.012613738912226394,0.926248526929461,3,medium,established
4688,3.3,69.6,0.603,0,0.06513292663249469,-0.5864000897590709,6,low,long_tenure
4689,8.0,29.0,0.541,0,0.02194495061059028,0.590913164784145,4,medium,established
4690,2.6,11.3,0.432,0,0.3319020795131561,0.5245903090862463,10,low,new
4691,4.0,72.6,0.609,1,0.08630439618801507,0.6247235759904171,7,low,long_tenure
4692,15.5,32.7,0.779,1,0.18348693877534106,0.8953274250537369,10,high,established
4693,5.2,26.7,0.2,1,0.020279113862410946,-1.0457365962202814,4,low,established
4694,4.1,27.1,0.258,1,-0.01035099910260689,-1.0847459850885464,3,low,established
4695,9.3,46.8,0.664,1,0.16323597291846872,0.8957454467515686,9,medium,established
4696,9.9,43.7,0.49,2,0.09607279696930775,-0.6347768627605463,7,medium,established
4697,8.8,83.4,0.459,0,0.10652906495363416,0.8451561632664688,8,medium,long_tenure
4698,11.6,65.9,0.594,1,0.12032555883260213,-0.5685437969015272,8,medium,long_tenure
4699,9.0,23.9,0.621,0,0.08055435242867813,0.8661141966795289,7,medium,established
4700,4.4,20.1,0.476,0,0.18638873673193382,0.3610878659606146,10,low,established
4701,6.7,17.0,0.427,0,0.06307448216333132,-0.9755462694252474,6,medium,new
4702,9.5,57.7,0.633,0,-0.047643687234450866,0.9757488974286602,2,medium,long_tenure
4703,5.6,69.8,0.581,0,-0.08221734087074453,-0.6654136494798023,1,low,long_tenure
4704,7.8,65.4,0.71,0,-0.05206624119076903,-0.5754287819545513,2,medium,long_tenure
4705,17.2,28.0,0.881,0,0.08757477826662487,-0.2965434192681538,7,high,established
4706,14.4,20.5,0.892,0,0.07403607229079669,-1.489825577888295,6,high,established
4707,14.5,5.6,0.99,0,0.2312568696326035,-0.5790386672025696,10,high,new
4708,4.2,56.0,0.727,1,-0.07689136550321,-0.6258037678680644,1,low,long_tenure
4709,8.2,9.2,0.88,0,0.2428765251904501,1.076613297997044,10,medium,new
4710,7.0,59.8,0.604,0,-0.028928027878940554,-0.4635576840759367,2,medium,long_tenure
4711,4.8,43.5,0.393,0,-0.07371783334988227,-0.9332647466285384,1,low,established
4712,13.0,39.5,0.678,2,0.12456016348995308,1.1518758857856455,8,high,established
4713,12.7,41.0,0.711,2,0.06855470505934719,0.8188445683802759,6,high,established
4714,1.7,23.4,0.355,0,-0.04513019030387035,0.3600824745016573,2,low,established
4715,11.5,14.7,0.684,6,0.07452958594507131,0.7396473067693604,6,medium,new
4716,17.1,18.6,0.905,2,0.19134514024760477,-0.668776644857614,10,high,established
4717,13.9,52.5,0.793,1,0.04478027036362887,1.0695266084322994,5,high,long_tenure
4718,10.5,50.6,0.648,2,-0.02614266709625105,0.5759269985660664,3,medium,long_tenure
4719,4.1,42.7,0.74,1,0.1428462579741422,-0.7209545774670377,9,low,established
4720,18.8,20.6,0.835,0,0.007234070087805041,1.4635267819617412,4,high,established
4721,12.6,51.5,0.499,0,-0.3027094543315858,0.8762400892762441,1,high,long_tenure
4722,4.2,30.9,0.606,2,0.059891325922216285,0.5230932459953384,6,low,established
4723,17.7,24.0,0.689,1,0.12343139473948646,1.0218415735137376,8,high,established
4724,11.3,43.3,0.539,4,-0.06311218386770173,0.38771125571735676,2,medium,established
4725,15.4,15.3,0.769,1,0.11882639265675264,-0.9286739633621147,8,high,new
4726,1.5,71.1,0.548,2,0.07311461353647891,-1.8057684006358015,6,low,long_tenure
4727,3.7,14.1,0.496,2,0.3232596313762099,0.6865225042121572,10,low,new
4728,14.4,18.9,0.958,1,-0.0013449575668246121,0.6578584456397035,3,high,established
4729,13.1,43.0,0.572,1,-0.10723079327444303,1.4003854385206922,1,high,established
4730,7.8,66.0,0.675,1,0.12799378072723247,1.604197096483049,8,medium,long_tenure
4731,6.9,55.6,0.581,0,0.13053969815704963,-0.46504142435207396,8,medium,long_tenure
4732,2.9,18.7,0.697,0,0.09117562569978026,1.888699683037169,7,low,established
4733,8.9,74.2,0.673,0,0.06744954915035166,0.8501340979628299,6,medium,long_tenure
4734,16.2,2.9,0.835,0,0.04736469320009638,0.8747426472075602,5,high,new
4735,2.4,10.7,0.526,2,0.16628922252343253,0.33831612186676374,9,low,new
4736,5.2,29.2,0.566,0,-0.07230292948331335,-0.735287982903091,1,low,established
4737,7.5,25.7,0.505,0,-0.059378958834535624,-1.0524558105597497,2,medium,established
4738,9.0,1.0,0.744,1,0.02706619868508229,0.7831880224775258,4,medium,new
4739,17.8,32.2,0.766,0,0.050122456978478065,1.3072443065062413,5,high,established
